record_origin,#,card_id,البنك (عربي),البنك (إنجليزي),نوع الكيان,اسم البطاقة,الشبكة,الفئة/المستوى,فئة الحساب,برنامج الولاء,نوع المكافأة,نوع المنتج,شريك فرسان؟,مستوى الثقة (calcTier),الرسوم السنوية (كما وردت),تصنيف الرسوم,أبرز المزايا/الملاحظات,مصدر البيانات,تاريخ آخر مراجعة,ملاحظة للفريق,chrome_exact_id_evidence,identity_status,bank_section,card_name,network,tier,account_segment,loyalty_program,reward_type,product_type,calc_tier,annual_fee,benefits,source,source_date,source_file,table_no,row_no
chrome_v4_unmatched,,RYB-02,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,AlFursanVisa Signature Credit Card,Visa,Signature,عادي؛ يلزم حساب جاري,ALFURSAN,أميال,ائتمانية إسلامية,precise,"1,000 ر.س؛ إضافية مجانية؛ شهري 2.35%؛ APR 35.73%؛ FX 2%; بدل 15؛ السحب كما في RYB-01","25,000 ميل تفعيل؛ 15,000 إضافية عند إنفاق 40,000؛ 12 زيارة صالات",[صفحة البطاقة](https://www.riyadbank.com/personal-banking/credit-cards/alfursan/al-fursan-visa-signature-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,2
chrome_v4_unmatched,,RYB-03,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Titanium Islamic Credit Card,Mastercard,Titanium,عادي؛ 18+ وسياسة البنك وSIMAH,Hassad Rewards Program,نقاط,ائتمانية إسلامية,estimated,290 ر.س؛ إضافية مجانية؛ شهري 2.55%؛ APR 36.45%؛ FX 2%; بدل 15؛ السحب كما أعلاه,"20 نقطة عند التفعيل + 400 عند إنفاق 5,000 خلال أول 3 أشهر",[صفحة البطاقة](https://www.riyadbank.com/en/personal-banking/credit-cards/titanium-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,3
chrome_v4_unmatched,,RYB-04,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Visa Platinum Islamic Card,Visa,Platinum,عادي؛ لا يوجد شرط شريحة حساب منشور,Hassad Rewards Program,نقاط,ائتمانية إسلامية,estimated,390 ر.س؛ إضافية مجانية؛ شهري 2.55%؛ APR 36.75%؛ FX 2%; بدل 15؛ السحب كما أعلاه,حماية مشتريات وصالات إقليمية/دولية,[صفحة البطاقة](https://www.riyadbank.com/personal-banking/credit-cards/visa-platinum-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,4
chrome_v4_unmatched,,RYB-05,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mastercard Platinum Credit Card,Mastercard,Platinum,عادي؛ 18+ وسياسة البنك وSIMAH,Hassad Rewards Program,نقاط,ائتمانية إسلامية,precise,390 ر.س؛ إضافية مجانية؛ شهري 2.55%؛ APR 36.75%؛ FX 2%; بدل 15,200 نقطة بعد التسجيل؛ 8 زيارات صالات,[صفحة البطاقة](https://www.riyadbank.com/personal-banking/credit-cards/platinum-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,5
chrome_v4_unmatched,,RYB-06,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Visa Signature Islamic Card,Visa,Signature,عادي؛ لا يوجد شرط شريحة منشور,Hassad Rewards Program,نقاط,ائتمانية إسلامية,unavailable,رسوم الاكتساب/الصفحة التفصيلية لم تُستخرج بثقة؛ ملف APR يذكر 36.28%,صالات Visa وConcierge,[قائمة البطاقات](https://www.riyadbank.com/en/personal-banking/credit-cards)، [إفصاح APR](https://www.riyadbank.com/documents/20121/5485089/T%26C.pdf/7d27943b-56c4-f0c4-63c3-c5eb528c7329?t=1727181632558),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,6
chrome_v4_unmatched,,RYB-07,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Cashback Visa Signature Islamic Credit Card,Visa,Signature,عادي؛ 18+ وسياسة البنك وSIMAH,Riyad Bank Cashback,كاش باك,ائتمانية إسلامية,precise,500 ر.س؛ إضافية مجانية؛ شهري 2.50%؛ APR 36.28%؛ FX 2%; بدل 15؛ السحب كما أعلاه,حتى 10% في خمس فئات؛ 12 زيارة صالات,[صفحة البطاقة](https://www.riyadbank.com/personal-banking/credit-cards/cashback-visa-signature),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,7
chrome_v4_unmatched,,RYB-08,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,World Islamic Mastercard Credit Card,Mastercard,World,عادي؛ لا يوجد شرط شريحة منشور,Hassad Rewards Program,نقاط,ائتمانية إسلامية,unavailable,لم تظهر صفحة الرسوم نصيًا بثقة؛ إفصاح APR يذكر 34.62%,20 زيارة صالات، Concierge وتأمين سفر,[قائمة البطاقات](https://www.riyadbank.com/en/personal-banking/credit-cards)، [إفصاح APR](https://www.riyadbank.com/documents/20121/5485089/T%26C.pdf/7d27943b-56c4-f0c4-63c3-c5eb528c7329?t=1727181632558),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,8
chrome_v4_unmatched,,RYB-09,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,World Elite Islamic Mastercard Credit Card,Mastercard,**World Elite — فائقة التميز/دعوة حصرية (Super-Premium / Invitation-Only)**,يشترط Private Banking أو Family (Private),Hassad Rewards Program,نقاط,ائتمانية إسلامية,precise,"1,500 ر.س؛ مجانية لعملاء Private المستمرين؛ إضافية/تابعة مجانية؛ شهري 2.2%؛ APR 34.46%؛ FX 1.90%; بدل 15؛ حد أدنى للسداد 5% أو 200",500 نقطة؛ صالات غير محدودة للعميل وضيف,[صفحة البطاقة](https://www.riyadbank.com/personal-banking/credit-cards/world-elite-mastercard),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,9
chrome_v4_unmatched,,RYB-10,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Supplementary Islamic Credit Card,Visa/Mastercard بحسب البطاقة الأساسية,Supplementary,قريب من الدرجة الأولى لحامل البطاقة الأساسية,يتبع الأساسية,يتبع الأساسية,بطاقة ائتمانية تابعة,unavailable,الصفحة العامة لا تنشر رسمًا مستقلًا موحدًا؛ الرسوم تتبع البطاقة الأساسية,حد منفصل أو مشترك بحسب الإعداد,[صفحة البطاقة](https://www.riyadbank.com/personal-banking/credit-cards/supplementary-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,10
chrome_v4_unmatched,,RYB-11,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Additional Islamic Credit Card,غير محدد,Additional,لحامل بطاقة أساسية,يتبع الأساسية,يتبع الأساسية,بطاقة ائتمانية إضافية,unavailable,غير مذكور في صفحة مستقلة قابلة للاستخراج؛ World Elite يذكرها مجانية,موجودة في خريطة الموقع الرسمية فقط,[خريطة الموقع](https://www.riyadbank.com/site-map),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,11
chrome_v4_unmatched,,RYB-12,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Al-Hilal Mastercard Platinum Credit Card,Mastercard,Platinum,عادي؛ 18+,Al-Hilal Credit Card Cashback Program,كاش باك,ائتمانية إسلامية مشتركة العلامة,precise,100 ر.س؛ APR صفحة المنتج 39.95%؛ FX 2%; بدل 15؛ إعادة تفعيل 100؛ السحب كما أعلاه,خصومات الهلال وBlu/Jahez؛ 8 زيارات صالات,[صفحة البطاقة](https://www.riyadbank.com/en/al-hilal-mastercard-platinum-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,12
chrome_v4_unmatched,,RYB-13,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Al-Hilal Mastercard World Credit Card,Mastercard,World,عادي؛ 18+,Al-Hilal Credit Card Cashback Program,كاش باك,ائتمانية إسلامية مشتركة العلامة,precise,350 ر.س؛ APR 40.72%؛ FX 2%; بدل 15؛ إعادة تفعيل 100؛ السحب كما أعلاه,مزايا الهلال؛ 20 زيارة صالات,[صفحة البطاقة](https://www.riyadbank.com/al-hilal-mastercard-world-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,13
chrome_v4_unmatched,,RYB-14,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Al-Hilal Mastercard World Elite Credit Card,Mastercard,**World Elite — فائقة التميز/دعوة حصرية (Super-Premium / Invitation-Only)**,لم يُنشر شرط Private/دعوة في صفحة المنتج,Al-Hilal Credit Card Cashback Program,كاش باك,ائتمانية إسلامية مشتركة العلامة,estimated,جدول الرسوم الحالي لم يظهر نصيًا؛ إفصاح أقدم يذكر APR 49.32% فقط,كاش باك حتى 10%؛ صالات غير محدودة للعميل وضيف,[صفحة البطاقة](https://www.riyadbank.com/al-hilal-mastercard-world-elite-credit-card)، [إفصاح APR](https://www.riyadbank.com/documents/20121/5485089/T%26C.pdf/7d27943b-56c4-f0c4-63c3-c5eb528c7329?t=1727181632558),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,14
chrome_v4_unmatched,,RYB-15,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Dream Card / Dream Islamic Credit Card,Mastercard,World Elite ظاهريًا من المزايا؛ المسمى الشبكي غير مكتوب نصيًا بوضوح,عادي؛ يلزم حساب جاري,برامج الشركاء المختارة,أميال/نقاط,ائتمانية إسلامية,precise للشركاء الظاهرين,"1,300 ر.س؛ تابعة 75؛ تغيير شريك 30؛ شهري 3.1%؛ APR 48.89%؛ FX 2%; بدل 15؛ السحب كما أعلاه",اختيار شريكين: محلي ودولي؛ لا سقف لفئات التجار؛ صالات غير محدودة,[صفحة البطاقة](https://www.riyadbank.com/en/personal-banking/credit-cards/dream-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,15
chrome_v4_unmatched,,RYB-16,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Visa Virtual Prepaid,Visa,Virtual,عميل لديه حساب جارٍ للتمويل,لا يوجد منشور,لا مكافأة منشورة,مسبقة الدفع افتراضية,unavailable,رسم سنوي 0 وفق صفحة القائمة؛ بقية الرسوم غير مذكورة نصيًا,إصدار فوري وقبول عالمي,[صفحة البطاقة](https://www.riyadbank.com/en/personal-banking/credit-cards/virtual-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,16
chrome_v4_unmatched,,RYB-17,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Currencies Prepaid Card,Mastercard / mada بحسب وصف الموقع,Multi-Currency Prepaid,عميل البنك,لا يوجد منشور,لا مكافأة منشورة,مسبقة الدفع متعددة العملات,precise للرسوم,إصدار 75؛ سنوي 75؛ بدل انتهاء/فقد 50؛ FX 2.75%; ATM محلي 30، دولي 40؛ إضافة عملة 25,USD بسعر ثابت 3.75؛ USD/GBP/EUR/BHD/AED/TRY,[شروط البطاقات مسبقة الدفع](https://www.riyadbank.com/documents/20121/5193390/Prepaid%2BTCs%2B03062024.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,17
chrome_v4_unmatched,,RYB-18,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mastercard Prepaid,Mastercard,Prepaid,عميل البنك,لا يوجد منشور,لا مكافأة منشورة,مسبقة الدفع,precise للرسوم,إصدار 75؛ سنوي 75؛ تحويل من/إلى البطاقة مجاني؛ بقية الجدول غير ظاهر كاملًا في الاستخراج,موجودة بخريطة الموقع والإفصاح الرسمي وإن غابت عن شبكة العرض الرئيسية,[الشروط](https://www.riyadbank.com/documents/20121/5193390/Prepaid%2BTCs%2B03062024.pdf)، [خريطة الموقع](https://www.riyadbank.com/site-map),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,18
chrome_v4_unmatched,,RYB-19,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada Classic Card,mada + Mastercard,Classic,حساب جارٍ عادي,لا يوجد منشور,لا مكافأة منشورة,حسم مباشر,precise,إصدار/تجديد مجاني؛ بدل فقد 10؛ بطاقة إضافية 10؛ FX جدول الرسوم 2%,قبول عالمي، Atheer وNaqd,[صفحة البطاقة](https://www.riyadbank.com/en/personal-banking/debit-card/classic-mastercard),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,19
chrome_v4_unmatched,,RYB-20,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada Titanium Card,mada + Mastercard,Titanium,شريحة Titanium؛ شروط الرصيد/الدخل غير منشورة في صفحة البطاقة المستخرجة,لا يوجد منشور,لا مكافأة منشورة,حسم مباشر,estimated,رسوم مدى العامة؛ FX في جدول التعرفة 2%,مزايا Mastercard مرتبطة بالشريحة,[خريطة الموقع](https://www.riyadbank.com/site-map)، [تعرفة التجزئة](https://www.riyadbank.com/documents/20121/0/retail-banking-service_tcm8-6100.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,20
chrome_v4_unmatched,,RYB-21,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada Platinum Card,mada + Mastercard,Platinum,شريحة Platinum؛ شروط الأهلية غير مذكورة بالمصدر المستخرج,لا يوجد منشور,لا مكافأة منشورة,حسم مباشر,estimated,رسوم مدى العامة؛ ملف التعرفة يظهر FX 1.75%,مزايا سفر/حماية بحسب الشريحة,[خريطة الموقع](https://www.riyadbank.com/site-map)، [تعرفة التجزئة](https://www.riyadbank.com/documents/20121/0/retail-banking-service_tcm8-6100.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,21
chrome_v4_unmatched,,RYB-22,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada Diamond World Card,mada + Mastercard,World / Diamond Banking,مشروطة بشريحة Diamond؛ حد الرصيد/الدخل غير مذكور في صفحة البطاقة المستخرجة,لا يوجد منشور,لا مكافأة منشورة,حسم مباشر,estimated,رسوم مدى العامة؛ ملف التعرفة يظهر FX 1.50%,مزايا World,[خريطة الموقع](https://www.riyadbank.com/site-map)، [تعرفة التجزئة](https://www.riyadbank.com/documents/20121/0/retail-banking-service_tcm8-6100.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,22
chrome_v4_unmatched,,RYB-23,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada World Private Card,mada + Mastercard,**World Private — فائقة التميز/عملاء المصرفية الخاصة**,Private Banking,لا يوجد منشور,لا مكافأة منشورة,حسم مباشر,precise,إصدار/تجديد مجاني؛ بدل فقد 10؛ إضافية 10؛ ملف التعرفة يظهر FX 1.50%,"أكثر من 1,200 صالة بحسب الصفحة؛ Concierge وحماية احتيال",[صفحة البطاقة](https://www.riyadbank.com/personal-banking/debit-card/private-world-mastercard),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,23
chrome_v4_unmatched,,RYB-24,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada SME Card,mada,SME,منشآت صغيرة ومتوسطة، لا أفراد عاديون,لا يوجد منشور,لا مكافأة منشورة,حسم مباشر أعمال,unavailable,غير متاح تفصيليًا في المصدر النصي؛ موجود بخريطة الموقع والتعرفة,بطاقة حساب منشأة,[خريطة الموقع](https://www.riyadbank.com/site-map)، [تعرفة التجزئة](https://www.riyadbank.com/documents/20121/0/retail-banking-service_tcm8-6100.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,24
chrome_v4_unmatched,,RYB-25,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,Riyad Bank,Mada Salary Card,mada,Salary,مرتبطة بحساب/محفظة راتب,لا يوجد منشور,لا مكافأة منشورة,حسم/راتب,unavailable,غير مذكور بالمصدر النصي المتاح,سحب وإنفاق الراتب,[خريطة الموقع](https://www.riyadbank.com/site-map),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,5,25
chrome_v4_unmatched,,ANB-20,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,ANB Bank,anb Mada Gold Card,mada,Gold Debit,برنامج Gold؛ شروطه موضحة في ANB-06,anb rewards,نقاط e-commerce فقط,مدى/خصم مباشر,precise للاكتساب,غير مذكور,صالات/خدمة affluent حسب المقارنة,[مقارنة مدى](https://anb.com.sa/web/anb/mada-cards)، [Gold](https://anb.com.sa/en/web/anb/gold),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,7,20
chrome_v4_unmatched,,ANB-21,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,ANB Bank,anb Mada Classic Card,mada,Classic Debit,حساب جارٍ عادي؛ لا يُفترض وجود شريحة خاصة,anb rewards,نقاط e-commerce فقط,مدى/خصم مباشر,precise للاكتساب,غير مذكور,"شراء POS/online؛ حد POS الافتراضي SAR 20,000",[مقارنة مدى](https://anb.com.sa/web/anb/mada-cards)، [Braille Cards](https://anb.com.sa/en/web/anb/braille-cards1),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,7,21
chrome_v4_unmatched,,ANB-22,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,ANB Bank,anb Corporate Card,Visa,Signature Corporate,جهة اعتبارية/شركة,غير مذكور,غير متوفر,ائتمانية شركات,unavailable للاكتساب والرسوم,غير مذكور,تقارير وتحكم بالمصروفات وتأمين مسؤولية الشركة,[Corporate Cards](https://anb.com.sa/en/web/anb/corporate-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,7,22
chrome_v4_unmatched,,ANB-23,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,ANB Bank,anb Business Card,Visa,Signature Business,جهة اعتبارية/شركة,غير مذكور,غير متوفر,ائتمانية أعمال,unavailable,غير مذكور,Visa IntelliLink وإدارة الصلاحيات,[Corporate Cards](https://anb.com.sa/en/web/anb/corporate-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,7,23
chrome_v4_unmatched,,ANB-24,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,ANB Bank,anb Purchase Card,Visa,Signature Purchasing,جهة اعتبارية/شركة,غير مذكور,غير متوفر,بطاقة مشتريات شركات,unavailable,غير مذكور,بيانات الموردين وأنماط الإنفاق والمدفوعات,[Corporate Cards](https://anb.com.sa/en/web/anb/corporate-credit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,7,24
chrome_v4_unmatched,,SAIB-09,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**.,“EasyPay” Household Card,mada,Household Payroll,كفيل لديه حساب جارٍ لدى SAIB؛ للعامل المنزلي المكفول,لا يوجد,لا مكافأة,مسبقة الدفع/رواتب,precise,"سنوية: Platinum 30؛ Gold 40؛ Silver 50. إعادة بطاقة 50؛ PIN مجاني؛ سحب SAIB مجاني؛ من صرافات البنوك الأخرى SAR 2 بدءًا من الخامسة شهريًا؛ حد يومي 5,000",WPS، استخدام داخل المملكة فقط، تحويل الكفيل للبطاقة مجاني,[Household Card](https://www.saib.com.sa/en/household-card)، [Fees PDF](https://www.saib.com.sa/sites/default/files/easpay-fee-changes-en.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,11,9
chrome_v4_unmatched,,SAIB-10,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**.,“EasyPay” Payroll Card,mada,Payroll,جهة عمل بعقد WPS وحساب مؤسسي لدى SAIB,لا يوجد,لا مكافأة,مسبقة الدفع/رواتب,estimated؛ تسعير الإصدار/السنوي غير منشور,"رسم سنوي/إصدار غير مذكور؛ سحب SAIB مجاني؛ من البنوك الأخرى SAR 2 بدءًا من الخامسة شهريًا؛ استعلام 0.80 من الخامسة؛ حد يومي 5,000",WPS، شراء محلي مجاني غير محدود، لا تعمل خارج السعودية,[Payroll Card](https://www.saib.com.sa/en/easypay-payroll-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,11,10
chrome_v4_unmatched,,SAIB-11,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**.,Mada Silver Debit Card,mada، مع قبول دولي عبر Visa,Silver,حساب SAIB؛ الصفحة تسميها Silver segment لكن لا تنشر عتبة رصيد/دخل مستقلة,Aseel,خصومات تجار، لا نقاط اكتساب منشورة,خصم مباشر,precise,إصدار وتجديد مجانيان؛ إعادة إصدار 10؛ إضافية 10؛ دولي 2%؛ سحب GCC 10؛ سحب دولي خارج GCC حتى 3% وبحد 25؛ اعتراض خاطئ 15,"قبول عالمي، USD من صرافات مختارة، حد POS قابل للرفع إلى SAR 200,000",[Mada Silver](https://www.saib.com.sa/en/mada-silver-debit-card),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,11,11
chrome_v4_unmatched,,SAIB-12,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**.,mada Gold Debit Card,mada، مع قبول دولي عبر Visa,Gold,"Gold segment: متوسط 100,000 لثلاثة أشهر، أو إيداع فوري 500,000 إلى أقل من 1,000,000، أو راتب 25,000 إلى أقل من 40,000 لثلاثة أشهر",Aseel,خصومات تجار,خصم مباشر,precise,إصدار وتجديد مجانيان؛ إعادة إصدار 5؛ إضافية 5؛ دولي 2%؛ سحب GCC 10؛ دولي خارج GCC حتى 3% وبحد 25؛ اعتراض 15,"قبول عالمي، USD، حد POS حتى 200,000",[Mada Gold](https://www.saib.com.sa/en/mada-gold-debit-card)، [Gold Program](https://www.saib.com.sa/en/gold-program),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,11,12
chrome_v4_unmatched,,SAIB-13,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,البنك: **The Saudi Investment Bank (SAIB) — البنك السعودي للاستثمار**.,mada “Visa Infinite” Debit Card,mada + Visa,Infinite,"Platinum segment: متوسط 500,000 لثلاثة أشهر أو إيداع 1,000,000+؛ صفحة البطاقة تعرض سطر الراتب مشوهًا، بينما صفحة البرنامج تعرض 25,000 إلى أقل من 40,000 لثلاثة أشهر",Aseel,خصومات تجار,خصم مباشر,precise للرسوم؛ estimated لشرط الراتب,إصدار وتجديد وإعادة إصدار وإضافية مجانًا؛ دولي 2%؛ سحب GCC 10؛ خارج GCC حتى 3% وبحد 25؛ اعتراض 15,1000+ صالة، Concierge، تأمين، أندية خاصة,[Mada Visa Infinite](https://www.saib.com.sa/en/mada_visa_infinite)، [Platinum Program](https://www.saib.com.sa/en/platinum-program),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,11,13
chrome_v4_unmatched,,SAB-15,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,SAB Bank,SAB Visa “My Card” Credit Card,Visa,Low-limit,يتطلب حساب SAB؛ عمر 18–60، إقامة سعودية، وسجل SIMAH غير سلبي,لا اكتساب ICSAB+ مؤكد,لا مكافأة,بطاقة حد منخفض ممولة مسبقًا,precise,لا سنوي؛ رسم معالجة مرة واحدة 50؛ ربح/APR N/A؛ دولي 2%؛ السحب N/A؛ إعادة 15,"حد ائتماني 50 ريال، ويمكن إضافة حتى 50,000 ريال شهريًا",[FAQ الرسمي](https://www.sab.com/en/personal/help-and-support/faqs/)، [التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,13,15
chrome_v4_unmatched,,SAB-16,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,SAB Bank,SAB Umlaty Multi Currency Card VISA,Visa,Multi-currency/Low-limit,يتطلب عميل SAB,لا برنامج مؤكد,لا مكافأة,مسبقة الدفع/متعددة العملات,precise,إصدار 100؛ سنوي 75؛ إعادة 15؛ صرف العملات غير المتاحة 2%؛ السحب الدولي 3% حتى 75,حسابات عملات متعددة وأسعار صرف مسبقة,[صفحة Umlaty](https://www.sab.com/en/personal/compare-credit-cards/low-limit-credit-cards/sab-umlaty-card/)، [التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,13,16
chrome_v4_unmatched,,SAB-17,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,SAB Bank,SAB Debit Card,mada؛ قبول دولي عبر الشبكة المشاركة غير مسمى بالصفحة,Debit/mada,مرتبط بحساب SAB,لا برنامج اكتساب بطاقات منشور,لا مكافأة,حسم فوري,precise,إصدار/تجديد مجاني؛ إعادة بسبب فقد/تلف/3 PIN: 10؛ سحب GCC: 10؛ سحب دولي 3% أو 25 أيهما أقل؛ صرف 2%,"حد الإنترنت الافتراضي 5,000 ريال يوميًا",[صفحة البطاقة](https://www.sab.com/en/personal/compare-credit-cards/debit-card/sab-debit-card/)، [التعرفة](https://www.sab.com/content/dam/sabpws/quick-links/personal/schedule-of-bank-charges-as-of-22Feb26.pdf),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,13,17
chrome_v4_unmatched,,SAB-18,,,,,,,,,,,,,,,,,,,,unresolved_identity_do_not_merge,SAB Bank,Virtual Debit Card,mada,Virtual Debit,مرتبط بحساب SAB أو يصدر مع فتح الحساب الرقمي,لا برنامج مؤكد,لا مكافأة,حسم فوري افتراضي,precise,مجانية؛ باقي رسوم mada العامة تنطبق,نسخة رقمية من بطاقة mada، محلية ودولية,[صفحة البطاقة](https://www.sab.com/en/personal/compare-credit-cards/debit-card/virtual-debit-card/)، [FAQ](https://www.sab.com/en/personal/help-and-support/faqs/),2026-07-29,Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md,13,18
